word	ipa	pageid
kyš	/keːʃ/	3670941
myh	/meːx/	3670948
myhn'	/meːhan/	3670949
synmwlw	/seːnmuɾw/	3849968
ʾ-	/a/	6269012
𐭬𐭤	/tʃeː/	3839124
