word	ipa	pageid
Reconstruction:Proto-Slavic/-ina	[iː.nɑː]	4113288
Reconstruction:Proto-Slavic/ěsti	/æ̌s.ti/	3792752
Reconstruction:Proto-Slavic/marěna	[ma.ˈɾæ.na]	7353145
