word	ipa	pageid
dhamma	[d̪ʱɐm.mɐ]	67800
dhanu	/tʰɛ̤ʔnṵ/	8136748
jhāna	/d͡ʑʱɑː.n̪ɐ/, [ˈd͡ʑʱɑː.nɐ]	3558380
kata	/kɐ.t̪ɐ/	23599
ñāta	/ɲaːt̪ɐ/	5374206
samaṇo	/samɛ̤nɔj/	8174703
sarīraṃ		8088494
satti	/sɐtti/, pi, /sɔttɒəˀ/	7139057
sīsaṃ		8093896
suriya	/sʊɻɪjɐ/	5130210
ဂျပါန်		8092564
တသ္မိံ	/toʔpsaʔmĩ/	8150529
ထေရဝါဒ		7204635
ဗုဒ္ဓံ		8151012
မုသာ	/mṵsa/	8355352
ရာမည		7648839
ဝင်္က		8236368
သာသန		8152845
သုသာနံ		8531391
ဟံသော	/hɔŋsǎao/	8148298
ဥတု	/utu/	4542629
ဥပရာဇာ	/ʔṵpərɛ̀əjɛ̀ə/	7200924
