word	ipa	pageid
swithe	/ˈswiːðe/	2580418
taker	/ˈtaːker/	53340
tane	/ˈtaːne/	735507
teth	/ˈteːθ/	65360
thek	/ˈθek/, [ˈθæk]	3855187
thiaf	/ˈθi̯aːf/	842472
thochte	/ˈθoːχte/, ofs, /ˈθoχte/	7811685
thre	/ˈθreː/	3438416
thu	/ˈθuː/	265625
thwong	/ˈθwoŋɡ/	7807988
tief	/ˈti̯ɛːf/	269421
toth	/ˈtoːθ/	842648
trast	/ˈtraːst/	2692455
twa	/ˈtwaː/	61053
twen	/ˈtweːn/, [ˈtwɛːn]	3709175
twene	/ˈtweːne/, [ˈtwɛːne]	2832856
twer	/ˈtweːr/, [ˈtwɛːr]	7827622
us	/ˈuːs/	5689
wach	/ˈwaːχ/, ofs, /ˈwaχ/	312719
wasande	/ˈwaːsande/	7827520
wena	/ˈweːna/	3700884
wesa	/ˈweːsa/, ofs, /ˈweːsa/, [ˈwɛːsa]	3572799
wif	/wiːf/	58773
wrak	/ˈwraːk/	1108271
