word	ipa	pageid
falaŋ	/fɑlɑŋ/	6023654
mó-óʀóóʀo	/mõ õʀõːʀo/	6023662
peʀe	/peʀe/	6095678
ŋahaŋah	/ŋɑhɑŋɑ/	6095680
