word	ipa	pageid
bråț	[ˈbrɔt͡s]	853469
bråțe	[ˈbrɔ.tse]	855586
bråțele	[ˈbrɔ.t͡se.le]	855588
bråțu	[ˈbrɔ.t͡su]	855587
bărbåt	[bərˈbwɔt]	772016
bărbåț	[bərˈbwɔts]	890510
cåsa	[ˈkɔ.sa]	855580
cåse	[ˈkɔ.se]	855578
cåsele	[ˈkɔ.se.le]	855582
cåsĕ	[ˈkɔ.sə]	855573
fetĕ	[ˈfetə]	853450
fiľ	[ˈfij]	853473
fiľu	[ˈfiju]	1572772
kľeptu	[ˈkjeptu]	854273
lup	[lup]	286347
mľåre	[mjɔre]	854180
stevu	[ˈstevu]	853442
åb	[wɔb]	847554
ån	[ɔn]	254101
ånu	[ɔnu]	856901
åpe	[wɔpe]	847547
țer	[t͡ser]	833135
